category,record_index,point_count,hmin,hmax,haverage,vmin,vmax,vaverage,hrange,vrange
drone,4793,100,1200.08,1326.89,1241.07,78.2054,97.0091,87.5372,126.812,18.8038
drone,4794,100,1210.71,1339.07,1249.67,79.2168,99.3668,88.8609,128.365,20.15
drone,4795,100,1218.92,1351.97,1260.23,69.2495,89.1566,79.9905,133.052,19.9071
drone,4796,100,1117.83,1248.58,1160.41,71.7389,90.9103,81.3928,130.755,19.1713
drone,4797,100,1130.03,1255.61,1170.17,72.4196,92.9578,82.9912,125.581,20.5382
drone,4798,100,1136.16,1271.47,1180.27,74.5996,94.5761,84.5075,135.317,19.9764
drone,4799,100,1149.48,1279.73,1190.1,77.1602,95.4618,86.0771,130.242,18.3015
drone,4800,100,1159.44,1283.95,1199.72,78.6554,97.3833,87.6029,124.508,18.7279
drone,4801,100,1167.1,1301.32,1209.97,80.1724,99.0332,88.9752,134.222,18.8608
drone,4802,100,1179.94,1304.85,1220.46,71.0394,89.3887,80.1029,124.909,18.3493
drone,4803,100,1182.38,1320.17,1229.9,72.4417,90.5083,81.4615,137.785,18.0666
drone,4804,100,1201.28,1327,1240.55,73.3157,92.6456,82.9755,125.726,19.3299
drone,4805,100,1211.25,1337.39,1250.57,74.806,93.4066,84.5471,126.138,18.6006
drone,4806,100,1218.67,1344.96,1260.45,77.2989,95.8041,86.0241,126.288,18.5052
drone,4807,100,1120.82,1246.01,1160.32,77.8911,97.3245,87.422,125.195,19.4334
drone,4808,100,1130.03,1260.93,1170.34,79.0691,99.0972,89.0945,130.902,20.0281
drone,4809,100,1139.82,1270.3,1180.64,69.6221,89.1162,80.0535,130.471,19.4942
drone,4810,100,1149.75,1278.67,1189.75,70.9302,91.5857,81.5638,128.92,20.6555
drone,4811,100,1160.45,1290.87,1200.65,73.7999,92.0477,82.9246,130.422,18.2477
drone,4812,100,1168.25,1301.83,1209.82,74.2707,94.1901,84.5737,133.577,19.9193
drone,4813,100,1181.03,1306.2,1219.74,76.2677,96.2114,86.0715,125.169,19.9437
drone,4814,100,1189.65,1318.43,1230.39,77.2192,96.7543,87.2448,128.776,19.5351
drone,4815,100,1198.6,1330.2,1240.28,79.0808,98.2636,88.8721,131.591,19.1828
drone,4816,100,1213.64,1339.25,1250.48,70.7551,89.8626,80.017,125.603,19.1075
drone,4817,100,1218.13,1351.53,1259.97,72.0918,91.5069,81.5422,133.395,19.4152
drone,4818,100,1121.85,1249.78,1160.04,72.8341,92.1556,82.8712,127.926,19.3215
drone,4819,100,1132.32,1259.04,1170.63,74.5692,95.5903,84.4277,126.723,21.021
drone,4820,100,1141.22,1264.92,1180.59,75.93,95.8447,86.0471,123.707,19.9146
drone,4821,100,1150.08,1278.34,1190.72,76.9082,97.0627,87.3452,128.255,20.1545
drone,4822,100,1160.63,1286.69,1199.47,79.0153,100.077,88.9311,126.059,21.0617
drone,4823,100,1166.09,1296.04,1210.23,70.5906,89.0363,80.1211,129.955,18.4457
drone,4824,100,1177.67,1305.82,1220.51,72.8557,91.4747,81.4609,128.149,18.619
drone,4825,100,1188.62,1315.93,1230.15,72.5084,92.3113,82.944,127.319,19.8029
drone,4826,100,1201.31,1323.68,1240.29,74.2619,93.7513,84.4537,122.368,19.4894
drone,4827,100,1209.83,1340.7,1250.81,76.4229,96.1852,85.9568,130.864,19.7622
drone,4828,100,1218.87,1345.47,1260.43,76.8921,96.7561,87.3721,126.598,19.864
drone,4829,100,1120.29,1250.95,1160.93,78.6284,98.5522,89.0048,130.664,19.9238
drone,4830,100,1128.76,1256.37,1170.36,70.6437,89.2262,79.971,127.613,18.5824
drone,4831,100,1138.71,1265.16,1179.23,71.5718,90.4383,81.3794,126.447,18.8666
drone,4832,100,1148.53,1276.13,1190.07,73.2393,93.3799,83.1646,127.597,20.1407
drone,4833,100,1159.51,1291.34,1201.03,74.3036,93.4414,84.4478,131.837,19.1379
drone,4834,100,1170.75,1295.16,1210.22,76.2338,95.2873,85.9721,124.412,19.0535
drone,4835,100,1175,1302.71,1219.61,77.8689,97.1003,87.4221,127.712,19.2315
drone,4836,100,1192.64,1318.7,1230.89,78.8612,97.5294,88.7675,126.056,18.6683
drone,4837,100,1198.25,1326.03,1239.62,70.2504,90.3512,80.0474,127.775,20.1007
drone,4838,100,1210.94,1333.04,1250.18,72.6662,91.8467,81.5676,122.102,19.1805
drone,4839,100,1221.09,1342.99,1260.24,73.8733,92.4331,83.0252,121.894,18.5598
drone,4840,100,1118.68,1247.69,1159.98,75.345,93.7112,84.4768,129.015,18.3662
drone,4841,100,1129.08,1256.61,1170.1,76.1429,95.7225,85.859,127.53,19.5796
drone,4842,100,1138.16,1270.69,1179.88,77.8552,97.4975,87.592,132.525,19.6423
drone,4843,100,1148.73,1276.8,1190.05,79.6975,98.2609,89.0767,128.067,18.5634
drone,4844,100,1159.73,1286.39,1199.83,70.9276,90.0557,80.1355,126.653,19.1281
drone,4845,100,1170.99,1295.78,1209.93,71.5112,90.9254,81.4969,124.793,19.4142
drone,4846,100,1182.18,1310.91,1220.61,73.7515,92.7715,82.9975,128.731,19.02
drone,4847,100,1191.98,1313.7,1230.28,75.4736,93.8598,84.3691,121.716,18.3862
drone,4848,100,1201.32,1325.69,1239.88,77.6081,95.9825,85.9746,124.371,18.3745
drone,4849,100,1206.71,1337.25,1250.29,78.475,97.7789,87.3306,130.54,19.304
drone,4850,100,1219.07,1345.03,1259.34,79.5437,98.3956,89.0208,125.961,18.8519
drone,4851,100,1119.57,1248.97,1159.93,71.0254,88.9609,80.2404,129.395,17.9355
drone,4852,100,1131.3,1257.99,1170.31,71.8112,90.4172,81.335,126.693,18.606
drone,4853,100,1142,1267.83,1180.56,74.3852,92.8598,83.1199,125.824,18.4746
drone,4854,100,1146.74,1272.58,1190.39,75.4596,94.3461,84.4377,125.842,18.8865
drone,4855,100,1156.5,1293.01,1200.2,76.5324,96.461,86.0597,136.504,19.9286
drone,4856,100,1168.97,1297.4,1209.83,77.1488,96.7312,87.4241,128.429,19.5824
drone,4857,100,1178.85,1305.43,1220.02,78.994,98.4058,88.8898,126.578,19.4118
drone,4858,100,1192.8,1318.76,1230.49,70.364,89.6993,80.0426,125.953,19.3353
drone,4859,100,1198.22,1329.02,1240.08,72.1564,91.2763,81.5201,130.796,19.1199
drone,4860,100,1210.68,1341.53,1250.86,74.7462,94.0781,83.0237,130.857,19.3319
drone,4861,100,1220.95,1349.11,1259.9,74.468,93.802,84.4147,128.169,19.334
drone,4862,100,1114.42,1242.8,1158.76,76.2713,95.1316,85.967,128.387,18.8603
drone,4863,100,1132.51,1255.35,1169.67,77.3851,97.4537,87.4382,122.841,20.0686
drone,4864,100,1140.91,1263.31,1180.26,80.0851,98.5309,89.0544,122.394,18.4459
drone,4865,100,1149.42,1282.56,1190.55,70.5112,89.2783,80.1115,133.133,18.7671
drone,4866,100,1158.6,1288.33,1200.68,71.1285,90.3082,81.4181,129.731,19.1798
drone,4867,100,1168.17,1297.45,1210.6,73.522,91.6706,82.7318,129.281,18.1486
drone,4868,100,1182.18,1309.35,1220.48,74.5669,94.0505,84.4769,127.175,19.4836
drone,4869,100,1185.71,1319.31,1230.56,76.7784,95.4381,86.0599,133.605,18.6597
drone,4870,100,1198.95,1323.77,1240.36,77.8756,96.633,87.5792,124.827,18.7574
drone,4871,100,1212.56,1340.06,1250.44,80.0725,97.7165,89.0338,127.499,17.644
drone,4872,100,1220.19,1346.48,1260.22,69.8507,89.608,80.068,126.293,19.7573
drone,4873,100,1113.72,1243.74,1160.13,71.3608,90.9564,81.5029,130.018,19.5955
drone,4874,100,1131.14,1260.49,1171.08,72.9827,92.6745,82.971,129.355,19.6918
drone,4875,100,1143.21,1264.19,1180.19,75.1217,94.0047,84.5053,120.975,18.883
drone,4876,100,1146.63,1273.64,1190.22,75.9803,95.387,86.0613,127.01,19.4067
drone,4877,100,1155.84,1292.48,1200.36,76.0076,96.4449,87.4916,136.645,20.4373
drone,4878,100,1167.35,1300.58,1209.64,80.2585,98.3421,89.014,133.237,18.0836
drone,4879,100,1176.99,1309.68,1220.66,71.1168,88.8874,80.0946,132.686,17.7707
drone,4880,100,1186.21,1320.75,1230.9,71.8768,91.2508,81.5895,134.536,19.3739
drone,4881,100,1199.16,1325.19,1239.71,73.9691,92.279,82.8996,126.034,18.3098
drone,4882,100,1209.73,1334.93,1249.93,74.7598,95.23,84.4189,125.198,20.4702
drone,4883,100,1218.88,1347.41,1259.33,77.2531,94.6695,86.1182,128.53,17.4164
drone,4884,100,1120.14,1251.53,1160.04,77.182,96.9738,87.4563,131.389,19.7918
drone,4885,100,1130.79,1257.81,1170.41,79.9938,98.6661,88.9434,127.03,18.6724
drone,4886,100,1137.89,1269.18,1180.06,70.7173,89.3292,80.0304,131.286,18.6118
drone,4887,100,1147.69,1278.36,1190.49,72.5789,90.3232,81.5553,130.673,17.7443
drone,4888,100,1162.65,1288.88,1200.8,73.4783,92.4367,83.0372,126.231,18.9585
drone,4889,100,1170.23,1303.74,1210.13,75.8024,93.3309,84.4567,133.518,17.5285
drone,4890,100,1179.79,1305.24,1220.48,75.4861,95.4887,86.0162,125.443,20.0025
drone,4891,100,1186.59,1323.29,1230.9,77.3743,96.7921,87.6104,136.702,19.4179
drone,4892,100,1196.14,1328.24,1239.19,78.7297,98.6913,88.8575,132.103,19.9616
drone,4893,100,1210.79,1332.56,1250.08,70.7436,89.8801,80.1115,121.766,19.1365
drone,4894,100,1217.7,1346.91,1259.55,71.9296,90.9756,81.4074,129.219,19.0461
drone,4895,100,1122.85,1251.51,1160.13,72.8398,92.8903,83.02,128.663,20.0505
drone,4896,100,1133.1,1255.07,1170.71,75.2397,93.8784,84.354,121.971,18.6386
drone,4897,100,1138.86,1270.46,1180.15,76.66,95.0669,85.9506,131.604,18.407
drone,4898,100,1148.49,1274.52,1189.77,77.8693,96.5476,87.5286,126.036,18.6783
drone,4899,100,1159.73,1284.75,1200.5,79.47,98.4445,89.027,125.021,18.9745
drone,4900,100,1169.47,1295.8,1210.17,70.5989,90.0787,79.9906,126.329,19.4798
drone,4901,100,1180.57,1305.5,1220.24,70.6754,90.9789,81.397,124.929,20.3035
drone,4902,100,1189.27,1323.27,1230.21,73.0314,91.974,82.9055,134.005,18.9426
drone,4903,100,1201.56,1325.71,1239.69,74.6674,93.9307,84.5221,124.142,19.2633
drone,4904,100,1211.46,1338.32,1250.55,77.0177,96.4337,85.9925,126.859,19.416
drone,4905,100,1221.71,1347.12,1260.35,77.8267,96.7004,87.4914,125.417,18.8736
drone,4906,100,1116.34,1244.72,1160,79.3231,98.8497,88.971,128.386,19.5266
drone,4907,100,1128.39,1263.2,1169.7,71.4048,89.6454,80.1234,134.81,18.2406
drone,4908,100,1141.95,1262.83,1180.44,71.8483,91.6236,81.5265,120.874,19.7753
drone,4909,100,1152.57,1276.03,1190.78,73.7873,93.0801,83.0857,123.467,19.2928
drone,4910,100,1160.07,1287.21,1200.49,75.8196,94.1985,84.4171,127.138,18.3789
drone,4911,100,1170.89,1297.88,1210.31,76.4898,95.0074,85.9292,126.982,18.5176
drone,4912,100,1179.86,1304.8,1220.04,77.6588,98.2792,87.5807,124.934,20.6204
drone,4913,100,1189.7,1315.16,1230.44,79.6418,98.0945,88.9765,125.463,18.4527
drone,4914,100,1196.77,1326.97,1239.6,70.0974,90.3471,80.1345,130.197,20.2496
drone,4915,100,1212.46,1340.88,1250.05,71.4466,90.9888,81.2185,128.416,19.5422
drone,4916,100,1218.52,1354.29,1260.64,72.8393,92.5763,82.9189,135.771,19.737
drone,4917,100,1117.76,1243.95,1160.14,75.9518,94.1617,84.4999,126.189,18.2099
drone,4918,100,1125.79,1255.29,1170.03,76.1573,95.8803,85.9986,129.501,19.7229
drone,4919,100,1140.72,1266.86,1179.84,78.1028,97.3778,87.4519,126.137,19.2749
drone,4920,100,1151.61,1277.55,1190.73,79.5836,98.4962,89.0843,125.944,18.9126
drone,4921,100,1158.61,1287.52,1199.91,69.5413,89.4074,80.1412,128.912,19.8661
drone,4922,100,1160.56,1297.03,1210.3,71.8182,91.3654,81.4854,136.47,19.5473
drone,4923,100,1177.73,1312.64,1219.91,73.8039,92.9302,83.0752,134.911,19.1264
drone,4924,100,1190.2,1314.42,1230.1,74.8464,92.977,84.44,124.223,18.1306
drone,4925,100,1200.23,1329.62,1239.9,76.287,95.0911,85.9093,129.397,18.8042
drone,4926,100,1206.89,1335.91,1250.17,77.8349,97.0141,87.3063,129.017,19.1792
drone,4927,100,1218.91,1349.41,1260.06,79.711,98.8317,89.1214,130.503,19.1207
drone,4928,100,1119,1249.03,1160.14,70.5559,89.0455,80.0653,130.032,18.4896
drone,4929,100,1129.72,1257.54,1170.22,71.9707,90.5533,81.3804,127.812,18.5826
drone,4930,100,1140.11,1265.67,1180.21,73.8458,92.1465,83.0639,125.562,18.3007
drone,4931,100,1150.74,1274.6,1190.38,74.2316,93.7677,84.6287,123.865,19.5361
drone,4932,100,1160.86,1288.25,1200.36,76.8437,95.2177,85.9686,127.385,18.3739
drone,4933,100,1170.81,1293.02,1209.98,78.7672,96.463,87.6806,122.204,17.6958
drone,4934,100,1180.7,1307.1,1220.35,78.6299,98.3746,88.9022,126.403,19.7447
drone,4935,100,1189.79,1316.08,1229.84,70.6459,90.244,80.0836,126.282,19.5981
drone,4936,100,1198.59,1325.56,1240.42,71.6738,91.4701,81.6313,126.963,19.7963
drone,4937,100,1212.81,1337.37,1250.72,73.6888,92.5357,83.0946,124.552,18.8469
drone,4938,100,1221.06,1346.08,1260.24,75.0774,93.903,84.5226,125.016,18.8256
drone,4939,100,1119.47,1247.65,1160.34,76.7733,94.9627,86.0532,128.181,18.1895
drone,4940,100,1129.44,1259.6,1170.4,76.9359,97.5933,87.3636,130.16,20.6573
drone,4941,100,1138.45,1260.54,1179.99,78.891,98.5025,88.969,122.091,19.6115
drone,4942,100,1148.66,1275.69,1190.22,70.587,89.1576,80.0102,127.038,18.5706
drone,4943,100,1160.28,1281.4,1200.35,72.5773,90.2926,81.5275,121.121,17.7153
drone,4944,100,1169.13,1298.36,1210.08,73.1424,92.5459,82.8909,129.231,19.4035
drone,4945,100,1179.7,1305.54,1220.15,75.5647,93.4758,84.5068,125.845,17.911
drone,4946,100,1192.4,1318.15,1229.86,77.8085,95.8813,86.0305,125.741,18.0728
drone,4947,100,1203.89,1329.03,1240.12,77.876,96.5862,87.3483,125.139,18.7101
drone,4948,100,1210.2,1336.84,1250.06,78.6239,98.0755,89.0009,126.64,19.4516
drone,4949,100,1219.58,1351.77,1260.03,70.2003,89.7706,80.0764,132.185,19.5703
drone,4950,100,1114.86,1247.15,1160.18,72.6032,91.3518,81.5097,132.287,18.7487
drone,4951,100,1132.67,1256.3,1170.61,73.4079,91.878,82.9149,123.633,18.4702
drone,4952,100,1138.52,1271.89,1180.03,76.0865,93.4014,84.6386,133.374,17.3149
drone,4953,100,1149.2,1279.95,1190.83,77.0668,95.7357,86.1244,130.75,18.6688
drone,4954,100,1160.51,1299.79,1200.36,76.984,96.7862,87.3626,139.286,19.8022
drone,4955,100,1170,1297.38,1210.67,78.7331,98.7211,88.8926,127.379,19.988
drone,4956,100,1180.84,1307.15,1220.18,68.6263,88.6024,79.8783,126.304,19.9761
drone,4957,100,1190.34,1320.9,1231.58,72.9319,91.302,81.6703,130.564,18.3701
drone,4958,100,1204.09,1327.04,1240.62,73.6777,91.9734,82.913,122.947,18.2958
drone,4959,100,1213.16,1334.22,1250.93,75.169,94.7195,84.4649,121.065,19.5505
drone,4960,100,1222.37,1350.43,1260.69,76.4091,95.0839,85.996,128.068,18.6748
drone,4961,100,1122.41,1249.59,1160.41,77.0027,97.6733,87.4568,127.183,20.6706
drone,4962,100,1131.45,1257.2,1170.58,80.2253,98.7797,89.046,125.747,18.5544
drone,4963,100,1142.19,1264.02,1180.58,70.8275,89.3414,79.9886,121.834,18.5139
drone,4964,100,1145.04,1284.49,1189.98,71.5751,91.0823,81.6132,139.443,19.5071
drone,4965,100,1158,1286.74,1200.73,73.0662,92.6741,83.014,128.742,19.6079
drone,4966,100,1171.77,1299.75,1210.04,74.5031,93.4671,84.3897,127.978,18.964
drone,4967,100,1179.19,1305.24,1220.43,75.8905,95.2131,85.771,126.053,19.3226
drone,4968,100,1189.61,1312.78,1230.65,78.3846,97.8629,87.6347,123.17,19.4783
drone,4969,100,1197.44,1330.51,1239.23,79.6187,99.4646,89.0829,133.069,19.8459
drone,4970,100,1209.11,1339.03,1249.99,69.3268,90.0051,79.9505,129.918,20.6783
drone,4971,100,1219.83,1346.82,1260,72.5797,90.1273,81.3657,126.988,17.5475
drone,4972,100,1118.76,1247.98,1161.02,74.565,91.6849,83.0152,129.22,17.1199
drone,4973,100,1127.1,1258.7,1170.13,75.4887,94.5075,84.4748,131.597,19.0189
drone,4974,100,1138.78,1265.15,1179.85,76.4507,95.4395,86.0177,126.371,18.9888
drone,4975,100,1152.5,1277.22,1191.22,78.452,97.1296,87.4431,124.719,18.6777
drone,4976,100,1158.11,1284.15,1200.76,79.4251,98.0526,89.122,126.042,18.6275
drone,4977,100,1167.51,1298.45,1210.35,71.6149,90.8824,79.9012,130.944,19.2675
drone,4978,100,1177.89,1316.09,1220.04,71.8742,91.2326,81.4863,138.198,19.3584
drone,4979,100,1188.5,1319.2,1230.08,73.8816,91.9419,82.8926,130.698,18.0602
drone,4980,100,1197.71,1327.17,1240.6,75.663,93.8633,84.4701,129.457,18.2003
drone,4981,100,1207.91,1338.71,1250.35,75.905,95.025,85.8528,130.796,19.1199
drone,4982,100,1219.82,1342.25,1259.58,78.1172,97.0288,87.5589,122.425,18.9116
drone,4983,100,1122.58,1254.06,1159.78,79.8014,97.9654,88.9211,131.482,18.164
drone,4984,100,1129.46,1259.07,1170.37,70.3117,89.0132,80.0708,129.613,18.7016
drone,4985,100,1139.91,1266.69,1180.13,71.6214,91.1801,81.4986,126.78,19.5587
drone,4986,100,1151.57,1278.91,1189.97,73.1309,92.1081,83.1493,127.347,18.9772
drone,4987,100,1160.34,1287.96,1199.88,75.0175,93.1984,84.3233,127.62,18.1809
drone,4988,100,1168.94,1294.74,1209.85,76.4085,95.9763,86.1935,125.803,19.5678
drone,4989,100,1182.5,1304.49,1220.67,77.7,96.9596,87.3097,121.992,19.2596
drone,4990,100,1190.44,1318.28,1230.53,80.1086,98.5995,89.0893,127.84,18.4909
drone,4991,100,1201.43,1328.33,1240.07,70.2137,89.2869,80.0316,126.898,19.0732
drone,4992,100,1211.3,1336.61,1250.35,70.9996,90.4344,81.4881,125.312,19.4348
drone,4993,100,1222.04,1347.02,1260.46,73.818,92.149,82.9072,124.984,18.3311
drone,4994,100,1121.84,1244.36,1160.04,74.8708,92.6784,84.3866,122.524,17.8077
drone,4995,100,1127.18,1260.78,1170.82,76.9067,95.3146,86.0183,133.596,18.4079
drone,4996,100,1141.54,1267.98,1180.53,77.8487,96.4478,87.5257,126.443,18.5991
drone,4997,100,1151.2,1277.89,1190.38,78.9261,98.6031,89.0323,126.688,19.677
drone,4998,100,1161.67,1293.54,1200.29,70.4896,89.5404,79.911,131.872,19.0508
drone,4999,100,1172.03,1296.15,1209.96,71.3185,91.3402,81.4638,124.125,20.0217
helicopter,0,100,2019.4,2153.08,2060.22,115.294,135.13,125.082,133.673,19.8361
helicopter,1,100,2030.41,2159.97,2070.27,117.332,136.366,126.763,129.561,19.0342
helicopter,2,100,2038.08,2167.16,2080.04,118.59,136.269,127.916,129.076,17.6789
helicopter,3,100,2051.15,2179.67,2090.38,120.428,139.219,129.236,128.522,18.7908
helicopter,4,100,2061.7,2185.07,2099.77,122.008,140.733,131.228,123.371,18.7252
helicopter,5,100,2069.91,2199.04,2110,123.323,142.914,132.587,129.136,19.5913
helicopter,6,100,2082.15,2209.48,2120.24,125.554,144.155,133.909,127.335,18.6004
helicopter,7,100,2091.2,2212.51,2130.81,115.805,133.978,125.061,121.308,18.1727
helicopter,8,100,2101.89,2227.58,2140.04,116.694,135.78,126.505,125.696,19.086
helicopter,9,100,2108.68,2237.2,2150,118.656,137.597,128.031,128.518,18.9414
helicopter,10,100,2118.61,2246.68,2159.81,119.964,138.511,129.359,128.069,18.5473
helicopter,11,100,2019.18,2150.91,2059.52,120.367,141.245,130.919,131.731,20.8778
helicopter,12,100,2027.52,2157.44,2070.28,122.184,141.566,132.477,129.921,19.382
helicopter,13,100,2035.67,2162.67,2080.05,125.297,143.131,133.969,126.998,17.8332
helicopter,14,100,2049.79,2177.72,2090.14,116.312,134.355,125.07,127.929,18.0436
helicopter,15,100,2059.55,2189.66,2100.07,115.723,135.122,126.524,130.106,19.399
helicopter,16,100,2066.9,2195.22,2109.99,117.738,137.242,127.792,128.325,19.5045
helicopter,17,100,2078.52,2203.99,2120.39,119.413,138.02,129.585,125.47,18.6065
helicopter,18,100,2083.66,2221.27,2130.18,122.304,140.227,130.778,137.604,17.9227
helicopter,19,100,2100.48,2229.22,2139.71,123.733,141.92,132.409,128.74,18.1874
helicopter,20,100,2113.26,2240.21,2150.48,124.766,143.14,133.978,126.955,18.3735
helicopter,21,100,2116.8,2246.41,2160.45,115.141,134.559,124.982,129.609,19.4183
helicopter,22,100,2020.31,2152.72,2060.58,116.574,136.648,126.529,132.407,20.0747
helicopter,23,100,2028.17,2160.18,2070.41,119.158,137.282,128.079,132.011,18.1243
helicopter,24,100,2033.64,2166.36,2079.91,119.942,140.447,129.521,132.727,20.5051
helicopter,25,100,2048.03,2174.32,2089.55,121.384,140.286,130.993,126.297,18.9016
helicopter,26,100,2055.5,2188.89,2099.76,123.184,141.572,132.604,133.389,18.3876
helicopter,27,100,2072.49,2203.1,2110.51,124.094,144.696,134.009,130.616,20.6017
helicopter,28,100,2079.42,2207.76,2120.8,116.264,133.934,125.077,128.34,17.6708
helicopter,29,100,2089.43,2218.13,2130.48,116.37,135.4,126.382,128.695,19.0301
helicopter,30,100,2102.84,2226.1,2140.06,118.747,137.486,127.801,123.264,18.7389
helicopter,31,100,2110.39,2239.27,2150.71,119.147,139.131,129.433,128.882,19.9839
helicopter,32,100,2118.38,2245.9,2159.87,121.317,141.264,131.12,127.52,19.9465
helicopter,33,100,2019.89,2145.91,2059.98,123.105,142.11,132.35,126.011,19.0048
helicopter,34,100,2033.01,2159.35,2070.29,123.895,144.11,134.104,126.34,20.2146
helicopter,35,100,2037.66,2165.59,2079.69,115.578,133.926,124.998,127.936,18.3476
helicopter,36,100,2050.9,2178.62,2090.4,117.34,136.386,126.358,127.728,19.0457
helicopter,37,100,2057.67,2185.79,2099.85,118.485,138.24,127.96,128.112,19.7547
helicopter,38,100,2066.51,2194.69,2110.52,119.983,138.351,129.428,128.172,18.3677
helicopter,39,100,2080.61,2211.24,2120.26,121.254,140.057,130.874,130.632,18.8028
helicopter,40,100,2092.89,2216.83,2130.15,122.223,141.474,132.444,123.941,19.2505
helicopter,41,100,2098.46,2227.13,2140.17,123.572,143.887,134.094,128.673,20.3147
helicopter,42,100,2103.82,2237.39,2149.56,115.074,134.403,124.819,133.575,19.3284
helicopter,43,100,2118.65,2248.6,2160.17,117.372,135.639,126.493,129.951,18.2669
helicopter,44,100,2016.46,2144.2,2059.65,117.365,137.67,128.132,127.739,20.3053
helicopter,45,100,2026.53,2166.46,2071.12,119.895,139.603,129.591,139.933,19.7077
helicopter,46,100,2040.52,2164.96,2080.26,121.013,140.598,130.981,124.445,19.5845
helicopter,47,100,2051.39,2179.56,2090.21,123.331,141.42,132.509,128.167,18.0893
helicopter,48,100,2057.8,2195.64,2100.61,124.213,142.569,134.024,137.842,18.3561
helicopter,49,100,2069.6,2198.54,2111.26,116.062,134.86,125.043,128.942,18.7975
helicopter,50,100,2078.8,2204.31,2120.25,116.268,136.434,126.632,125.512,20.1665
helicopter,51,100,2092.77,2216.51,2130.22,116.962,136.877,127.91,123.743,19.9151
helicopter,52,100,2102.8,2227.05,2140.34,119.933,138.348,129.5,124.253,18.4149
helicopter,53,100,2110.2,2235.63,2150.36,121.052,140.273,130.968,125.431,19.2206
helicopter,54,100,2120.37,2250.36,2161.01,123.495,143.232,132.588,129.997,19.737
helicopter,55,100,2020.98,2148.88,2060.62,124.102,143.165,133.995,127.896,19.0632
helicopter,56,100,2028.58,2159.17,2069.49,116.349,134.493,125.09,130.593,18.1447
helicopter,57,100,2041.44,2163.54,2079.61,117.732,135.36,126.608,122.102,17.6286
helicopter,58,100,2050.92,2176.94,2089.96,118.38,137.199,127.963,126.023,18.8193
helicopter,59,100,2058.79,2197.16,2100.13,120.36,138.914,129.424,138.376,18.5537
helicopter,60,100,2070.09,2194.88,2110.45,121.248,140.262,131.082,124.791,19.0148
helicopter,61,100,2080.43,2202.87,2120.12,123.319,141.438,132.331,122.438,18.1188
helicopter,62,100,2092.14,2215.07,2130.64,124.863,144.302,134.073,122.935,19.4391
helicopter,63,100,2100.34,2228.72,2139.82,115.849,133.94,124.848,128.38,18.0914
helicopter,64,100,2109.2,2238.99,2150.19,115.361,136.694,126.715,129.794,21.3324
helicopter,65,100,2119.48,2250.82,2160.19,118.259,137.993,128.069,131.334,19.7346
helicopter,66,100,2018.74,2145.78,2060.51,120.057,138.943,129.655,127.034,18.8857
helicopter,67,100,2028.75,2160.32,2070.01,120.857,140.071,130.926,131.571,19.2138
helicopter,68,100,2038.29,2165.82,2080.25,123.487,142.345,132.414,127.529,18.8579
helicopter,69,100,2049.29,2179.41,2089.9,123.843,143.39,134.08,130.121,19.5471
helicopter,70,100,2059.62,2186.41,2100.2,115.621,134.759,125.031,126.787,19.1381
helicopter,71,100,2066.46,2195.4,2109.91,117.881,136.394,126.56,128.943,18.5129
helicopter,72,100,2078.38,2208.67,2119.9,116.354,137.921,128.043,130.295,21.5674
helicopter,73,100,2089.9,2217.18,2130.89,119.205,139.104,129.632,127.281,19.8997
helicopter,74,100,2101.03,2225.65,2139.76,121.73,140.487,130.95,124.62,18.7572
helicopter,75,100,2111.17,2242.69,2150.1,123.3,142.285,132.481,131.522,18.9852
helicopter,76,100,2119.08,2248.72,2160.02,123.218,143.246,133.9,129.637,20.0278
helicopter,77,100,2021.26,2148.14,2060.25,114.126,133.973,124.88,126.875,19.8468
helicopter,78,100,2032.77,2156.79,2069.85,116.866,136.04,126.521,124.017,19.1737
helicopter,79,100,2040.81,2164.99,2080.08,117.696,136.787,127.903,124.173,19.0902
helicopter,80,100,2051.58,2174.05,2090.37,121.019,138.858,129.5,122.464,17.839
helicopter,81,100,2057.4,2189.24,2100.35,120.495,139.907,130.94,131.841,19.4125
helicopter,82,100,2071.33,2195.64,2109.86,123.742,143.068,132.675,124.307,19.3252
helicopter,83,100,2078.98,2212.55,2119.87,125.106,143.431,133.947,133.569,18.3244
helicopter,84,100,2092.75,2215.21,2129.73,115.229,134.823,125.078,122.465,19.5943
helicopter,85,100,2097.72,2225.04,2139.38,116.975,134.632,126.38,127.322,17.6562
helicopter,86,100,2110.98,2235.67,2150.03,118.957,136.807,127.968,124.688,17.8503
helicopter,87,100,2118.89,2252.38,2159.94,120.579,138.724,129.289,133.49,18.1455
helicopter,88,100,2024.63,2155.59,2060.6,121.264,141.067,130.928,130.955,19.8025
helicopter,89,100,2026.96,2158.49,2070.05,123.107,141.839,132.46,131.529,18.7316
helicopter,90,100,2037.3,2167.54,2080.29,124.53,144.079,133.916,130.236,19.5486
helicopter,91,100,2049.55,2183.3,2090.42,115.607,135.346,124.913,133.748,19.7393
helicopter,92,100,2056.27,2186.35,2100.37,116.814,135.119,126.708,130.084,18.3052
helicopter,93,100,2069.89,2201.36,2110.25,118.352,137.599,128.02,131.472,19.2479
helicopter,94,100,2080.8,2201.55,2120.69,120.227,138.415,129.539,120.747,18.1883
helicopter,95,100,2089.24,2220.68,2130.51,122.008,140.784,131.07,131.442,18.7763
